sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
321;SDS011;148;51.480;7.208;2023-05-05T13:55:49;7.40;;;4.23;;
321;SDS011;148;51.480;7.208;2023-05-05T13:58:15;6.33;;;3.50;;
321;SDS011;148;51.480;7.208;2023-05-05T14:00:41;4.43;;;3.30;;
321;SDS011;148;51.480;7.208;2023-05-05T14:03:07;6.40;;;4.20;;
321;SDS011;148;51.480;7.208;2023-05-05T14:05:32;5.23;;;3.87;;
321;SDS011;148;51.480;7.208;2023-05-05T14:07:59;7.23;;;3.97;;
321;SDS011;148;51.480;7.208;2023-05-05T14:10:24;6.10;;;4.40;;
321;SDS011;148;51.480;7.208;2023-05-05T14:12:53;7.30;;;4.90;;
321;SDS011;148;51.480;7.208;2023-05-05T14:15:20;6.37;;;5.00;;
321;SDS011;148;51.480;7.208;2023-05-05T14:17:47;11.80;;;5.20;;
321;SDS011;148;51.480;7.208;2023-05-05T14:20:12;10.67;;;4.73;;
321;SDS011;148;51.480;7.208;2023-05-05T14:22:38;10.57;;;6.17;;
321;SDS011;148;51.480;7.208;2023-05-05T14:25:06;7.83;;;5.23;;
321;SDS011;148;51.480;7.208;2023-05-05T14:27:32;6.47;;;5.00;;
321;SDS011;148;51.480;7.208;2023-05-05T14:29:57;9.17;;;4.83;;
321;SDS011;148;51.480;7.208;2023-05-05T14:32:23;12.50;;;5.90;;
321;SDS011;148;51.480;7.208;2023-05-05T14:34:48;8.40;;;5.43;;
321;SDS011;148;51.480;7.208;2023-05-05T14:37:14;7.60;;;4.80;;
321;SDS011;148;51.480;7.208;2023-05-05T14:39:40;11.50;;;5.03;;
321;SDS011;148;51.480;7.208;2023-05-05T14:42:05;11.07;;;5.70;;
321;SDS011;148;51.480;7.208;2023-05-05T14:44:31;8.10;;;5.30;;
321;SDS011;148;51.480;7.208;2023-05-05T14:46:57;8.17;;;4.90;;
321;SDS011;148;51.480;7.208;2023-05-05T14:49:22;11.60;;;5.97;;
321;SDS011;148;51.480;7.208;2023-05-05T14:51:48;11.43;;;5.70;;
321;SDS011;148;51.480;7.208;2023-05-05T14:54:13;9.40;;;5.20;;
321;SDS011;148;51.480;7.208;2023-05-05T14:56:39;11.00;;;6.03;;
321;SDS011;148;51.480;7.208;2023-05-05T14:59:05;11.67;;;5.33;;
321;SDS011;148;51.480;7.208;2023-05-05T15:01:30;10.17;;;5.90;;
321;SDS011;148;51.480;7.208;2023-05-05T15:03:56;7.67;;;5.93;;
321;SDS011;148;51.480;7.208;2023-05-05T15:06:22;9.43;;;6.60;;
321;SDS011;148;51.480;7.208;2023-05-05T15:08:47;13.30;;;7.93;;
321;SDS011;148;51.480;7.208;2023-05-05T15:11:13;12.87;;;8.20;;
321;SDS011;148;51.480;7.208;2023-05-05T15:13:38;10.00;;;7.10;;
321;SDS011;148;51.480;7.208;2023-05-05T15:16:05;19.03;;;7.20;;
321;SDS011;148;51.480;7.208;2023-05-05T15:18:31;10.63;;;6.30;;
321;SDS011;148;51.480;7.208;2023-05-05T15:20:57;7.30;;;5.63;;
321;SDS011;148;51.480;7.208;2023-05-05T15:23:23;7.80;;;5.53;;
321;SDS011;148;51.480;7.208;2023-05-05T15:25:49;10.23;;;6.40;;
321;SDS011;148;51.480;7.208;2023-05-05T15:28:14;16.47;;;5.83;;
321;SDS011;148;51.480;7.208;2023-05-05T15:30:41;11.83;;;6.07;;
321;SDS011;148;51.480;7.208;2023-05-05T15:33:06;11.00;;;4.60;;
321;SDS011;148;51.480;7.208;2023-05-05T15:35:32;11.70;;;5.30;;
321;SDS011;148;51.480;7.208;2023-05-05T15:37:58;6.90;;;4.63;;
321;SDS011;148;51.480;7.208;2023-05-05T15:40:23;7.20;;;4.47;;
321;SDS011;148;51.480;7.208;2023-05-05T15:42:49;8.97;;;4.57;;
321;SDS011;148;51.480;7.208;2023-05-05T15:45:15;6.80;;;4.00;;
321;SDS011;148;51.480;7.208;2023-05-05T15:47:41;8.87;;;5.63;;
321;SDS011;148;51.480;7.208;2023-05-05T15:50:06;13.27;;;4.50;;
321;SDS011;148;51.480;7.208;2023-05-05T15:52:32;9.30;;;4.97;;
321;SDS011;148;51.480;7.208;2023-05-05T15:54:58;5.90;;;4.43;;
321;SDS011;148;51.480;7.208;2023-05-05T15:57:24;8.83;;;4.80;;
321;SDS011;148;51.480;7.208;2023-05-05T15:59:50;8.83;;;4.63;;
321;SDS011;148;51.480;7.208;2023-05-05T16:02:16;6.20;;;3.63;;
321;SDS011;148;51.480;7.208;2023-05-05T16:04:42;6.70;;;4.00;;
321;SDS011;148;51.480;7.208;2023-05-05T16:07:08;6.27;;;4.23;;
321;SDS011;148;51.480;7.208;2023-05-05T16:09:33;7.47;;;3.77;;
321;SDS011;148;51.480;7.208;2023-05-05T16:11:59;10.40;;;4.73;;
321;SDS011;148;51.480;7.208;2023-05-05T16:14:25;5.93;;;4.10;;
321;SDS011;148;51.480;7.208;2023-05-05T16:16:52;7.00;;;4.60;;
321;SDS011;148;51.480;7.208;2023-05-05T16:19:19;4.80;;;3.70;;
321;SDS011;148;51.480;7.208;2023-05-05T16:21:46;4.13;;;2.93;;
