sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
322;DHT22;148;51.480;7.208;2025-04-17T10:01:33;12.10;49.80
322;DHT22;148;51.480;7.208;2025-04-17T10:03:59;12.40;49.20
322;DHT22;148;51.480;7.208;2025-04-17T10:06:27;12.60;53.40
322;DHT22;148;51.480;7.208;2025-04-17T10:08:54;12.90;53.30
322;DHT22;148;51.480;7.208;2025-04-17T10:11:19;13.00;54.40
322;DHT22;148;51.480;7.208;2025-04-17T10:13:45;13.30;56.10
322;DHT22;148;51.480;7.208;2025-04-17T10:16:14;13.60;56.40
322;DHT22;148;51.480;7.208;2025-04-17T10:18:39;13.80;57.90
322;DHT22;148;51.480;7.208;2025-04-17T10:21:05;13.90;59.00
322;DHT22;148;51.480;7.208;2025-04-17T10:23:30;14.00;59.40
322;DHT22;148;51.480;7.208;2025-04-17T10:25:56;14.00;60.10
322;DHT22;148;51.480;7.208;2025-04-17T10:28:22;14.00;60.10
322;DHT22;148;51.480;7.208;2025-04-17T10:30:47;14.00;60.40
322;DHT22;148;51.480;7.208;2025-04-17T10:33:13;14.20;60.00
322;DHT22;148;51.480;7.208;2025-04-17T10:35:38;14.20;60.20
322;DHT22;148;51.480;7.208;2025-04-17T10:38:04;14.30;60.60
322;DHT22;148;51.480;7.208;2025-04-17T10:40:29;14.30;60.20
322;DHT22;148;51.480;7.208;2025-04-17T10:42:55;14.40;60.00
322;DHT22;148;51.480;7.208;2025-04-17T10:45:20;14.70;60.20
322;DHT22;148;51.480;7.208;2025-04-17T10:47:46;14.80;61.20
322;DHT22;148;51.480;7.208;2025-04-17T10:50:11;14.90;61.70
322;DHT22;148;51.480;7.208;2025-04-17T10:52:37;14.90;61.80
322;DHT22;148;51.480;7.208;2025-04-17T10:55:03;15.00;62.00
322;DHT22;148;51.480;7.208;2025-04-17T10:57:28;15.00;61.50
322;DHT22;148;51.480;7.208;2025-04-17T10:59:54;15.10;61.80
322;DHT22;148;51.480;7.208;2025-04-17T11:02:22;14.60;61.90
322;DHT22;148;51.480;7.208;2025-04-17T11:04:47;14.40;61.80
322;DHT22;148;51.480;7.208;2025-04-17T11:07:13;14.30;61.00
322;DHT22;148;51.480;7.208;2025-04-17T11:09:38;14.60;60.70
322;DHT22;148;51.480;7.208;2025-04-17T11:12:05;14.60;60.70
322;DHT22;148;51.480;7.208;2025-04-17T11:14:30;14.70;62.90
322;DHT22;148;51.480;7.208;2025-04-17T11:16:56;14.70;62.20
322;DHT22;148;51.480;7.208;2025-04-17T11:19:21;14.60;62.50
322;DHT22;148;51.480;7.208;2025-04-17T11:21:47;14.30;62.00
322;DHT22;148;51.480;7.208;2025-04-17T11:24:13;14.50;62.30
322;DHT22;148;51.480;7.208;2025-04-17T11:26:38;14.50;62.30
322;DHT22;148;51.480;7.208;2025-04-17T11:29:04;14.10;61.90
322;DHT22;148;51.480;7.208;2025-04-17T11:31:33;14.30;61.70
322;DHT22;148;51.480;7.208;2025-04-17T11:33:59;14.50;61.00
322;DHT22;148;51.480;7.208;2025-04-17T11:36:25;14.80;61.40
322;DHT22;148;51.480;7.208;2025-04-17T11:38:53;14.80;62.10
322;DHT22;148;51.480;7.208;2025-04-17T11:41:18;15.00;62.20
322;DHT22;148;51.480;7.208;2025-04-17T11:43:44;15.00;62.50
322;DHT22;148;51.480;7.208;2025-04-17T11:46:12;15.10;62.80
322;DHT22;148;51.480;7.208;2025-04-17T11:48:39;15.10;62.60
322;DHT22;148;51.480;7.208;2025-04-17T11:51:06;15.20;62.80
322;DHT22;148;51.480;7.208;2025-04-17T11:53:34;15.10;62.80
322;DHT22;148;51.480;7.208;2025-04-17T11:56:00;15.10;62.90
322;DHT22;148;51.480;7.208;2025-04-17T11:58:26;15.20;63.10
322;DHT22;148;51.480;7.208;2025-04-17T12:00:51;15.10;63.20
322;DHT22;148;51.480;7.208;2025-04-17T12:03:17;15.20;63.00
322;DHT22;148;51.480;7.208;2025-04-17T12:05:42;14.70;63.00
322;DHT22;148;51.480;7.208;2025-04-17T12:08:08;14.90;62.60
322;DHT22;148;51.480;7.208;2025-04-17T12:10:33;15.00;62.50
322;DHT22;148;51.480;7.208;2025-04-17T12:12:59;15.10;62.90
322;DHT22;148;51.480;7.208;2025-04-17T12:15:24;15.00;62.50
322;DHT22;148;51.480;7.208;2025-04-17T14:31:12;13.00;47.10
322;DHT22;148;51.480;7.208;2025-04-17T14:33:38;13.20;48.50
322;DHT22;148;51.480;7.208;2025-04-17T14:36:04;13.50;49.40
322;DHT22;148;51.480;7.208;2025-04-17T14:38:29;13.70;53.70
322;DHT22;148;51.480;7.208;2025-04-17T14:40:55;14.00;54.00
322;DHT22;148;51.480;7.208;2025-04-17T14:43:20;14.10;55.50
322;DHT22;148;51.480;7.208;2025-04-17T14:45:46;14.20;55.10
322;DHT22;148;51.480;7.208;2025-04-17T14:48:11;14.50;56.40
322;DHT22;148;51.480;7.208;2025-04-17T14:50:37;14.40;56.80
322;DHT22;148;51.480;7.208;2025-04-17T14:53:02;14.50;57.50
322;DHT22;148;51.480;7.208;2025-04-17T14:55:28;14.60;56.80
322;DHT22;148;51.480;7.208;2025-04-17T14:57:53;14.50;57.30
322;DHT22;148;51.480;7.208;2025-04-17T15:00:19;14.50;57.00
322;DHT22;148;51.480;7.208;2025-04-17T15:02:47;14.30;57.10
322;DHT22;148;51.480;7.208;2025-04-17T15:05:15;14.40;57.60
322;DHT22;148;51.480;7.208;2025-04-17T15:07:41;14.30;57.90
322;DHT22;148;51.480;7.208;2025-04-17T15:10:06;14.30;57.50
322;DHT22;148;51.480;7.208;2025-04-17T15:12:32;14.10;56.40
322;DHT22;148;51.480;7.208;2025-04-17T15:14:57;14.30;57.00
322;DHT22;148;51.480;7.208;2025-04-17T15:17:23;14.30;57.70
322;DHT22;148;51.480;7.208;2025-04-17T15:19:48;14.30;59.20
322;DHT22;148;51.480;7.208;2025-04-17T15:22:14;14.10;58.90
322;DHT22;148;51.480;7.208;2025-04-17T15:24:40;14.10;58.40
322;DHT22;148;51.480;7.208;2025-04-17T15:27:05;14.20;59.10
322;DHT22;148;51.480;7.208;2025-04-17T15:29:31;14.10;58.80
322;DHT22;148;51.480;7.208;2025-04-17T15:31:56;14.10;59.20
322;DHT22;148;51.480;7.208;2025-04-17T15:34:25;14.20;59.30
322;DHT22;148;51.480;7.208;2025-04-17T15:36:50;14.10;59.30
322;DHT22;148;51.480;7.208;2025-04-17T15:39:16;13.80;58.50
322;DHT22;148;51.480;7.208;2025-04-17T15:41:41;13.90;58.00
322;DHT22;148;51.480;7.208;2025-04-17T15:44:07;14.00;58.80
322;DHT22;148;51.480;7.208;2025-04-17T15:46:32;13.80;58.30
322;DHT22;148;51.480;7.208;2025-04-17T15:48:58;13.80;58.30
322;DHT22;148;51.480;7.208;2025-04-17T15:51:23;13.70;57.90
322;DHT22;148;51.480;7.208;2025-04-17T15:53:49;13.70;58.20
322;DHT22;148;51.480;7.208;2025-04-17T15:56:15;13.70;57.30
322;DHT22;148;51.480;7.208;2025-04-17T15:58:40;13.70;57.00
322;DHT22;148;51.480;7.208;2025-04-17T16:01:06;13.50;57.10
322;DHT22;148;51.480;7.208;2025-04-17T16:03:32;13.50;56.60
322;DHT22;148;51.480;7.208;2025-04-17T16:05:57;13.50;57.20
322;DHT22;148;51.480;7.208;2025-04-17T16:08:23;13.50;56.30
322;DHT22;148;51.480;7.208;2025-04-17T16:10:48;13.50;56.90
322;DHT22;148;51.480;7.208;2025-04-17T16:13:14;13.60;57.30
322;DHT22;148;51.480;7.208;2025-04-17T16:15:39;13.70;57.30
322;DHT22;148;51.480;7.208;2025-04-17T16:18:05;13.80;59.20
322;DHT22;148;51.480;7.208;2025-04-17T16:20:30;13.70;59.70
322;DHT22;148;51.480;7.208;2025-04-17T16:22:56;13.70;60.20
322;DHT22;148;51.480;7.208;2025-04-17T16:25:22;13.60;60.40
322;DHT22;148;51.480;7.208;2025-04-17T16:27:47;13.60;59.80
322;DHT22;148;51.480;7.208;2025-04-17T16:30:13;13.60;60.70
322;DHT22;148;51.480;7.208;2025-04-17T16:32:38;13.60;60.80
322;DHT22;148;51.480;7.208;2025-04-17T16:35:04;13.60;61.20
322;DHT22;148;51.480;7.208;2025-04-17T16:37:29;13.50;60.80
322;DHT22;148;51.480;7.208;2025-04-17T16:39:55;13.70;60.90
322;DHT22;148;51.480;7.208;2025-04-17T16:42:21;13.70;61.30
322;DHT22;148;51.480;7.208;2025-04-17T16:44:46;13.50;61.70
322;DHT22;148;51.480;7.208;2025-04-17T16:47:12;13.50;61.00
322;DHT22;148;51.480;7.208;2025-04-17T16:49:37;13.50;60.80
322;DHT22;148;51.480;7.208;2025-04-17T16:52:03;13.40;61.40
322;DHT22;148;51.480;7.208;2025-04-17T16:54:28;13.40;60.90
322;DHT22;148;51.480;7.208;2025-04-17T16:56:54;13.60;60.20
322;DHT22;148;51.480;7.208;2025-04-17T16:59:20;13.50;60.40
322;DHT22;148;51.480;7.208;2025-04-17T17:01:47;13.40;59.60
322;DHT22;148;51.480;7.208;2025-04-17T17:04:16;13.40;59.40
322;DHT22;148;51.480;7.208;2025-04-17T17:06:42;13.40;59.30
322;DHT22;148;51.480;7.208;2025-04-17T17:09:08;13.40;59.70
322;DHT22;148;51.480;7.208;2025-04-17T17:11:33;13.40;59.40
322;DHT22;148;51.480;7.208;2025-04-17T17:14:01;13.40;59.70
322;DHT22;148;51.480;7.208;2025-04-17T17:16:27;13.30;59.40
322;DHT22;148;51.480;7.208;2025-04-17T17:18:53;13.10;59.10
322;DHT22;148;51.480;7.208;2025-04-17T17:21:18;13.10;58.90
322;DHT22;148;51.480;7.208;2025-04-17T17:23:44;13.10;59.50
322;DHT22;148;51.480;7.208;2025-04-17T17:26:09;13.10;59.40
322;DHT22;148;51.480;7.208;2025-04-17T17:28:35;13.10;59.40
322;DHT22;148;51.480;7.208;2025-04-17T17:31:00;13.10;59.80
322;DHT22;148;51.480;7.208;2025-04-17T17:33:26;13.20;59.80
322;DHT22;148;51.480;7.208;2025-04-17T17:35:51;13.10;59.00
322;DHT22;148;51.480;7.208;2025-04-17T17:38:19;13.00;57.80
322;DHT22;148;51.480;7.208;2025-04-17T17:40:45;13.00;57.00
322;DHT22;148;51.480;7.208;2025-04-17T17:43:11;13.00;56.90
322;DHT22;148;51.480;7.208;2025-04-17T17:45:46;12.90;55.70
322;DHT22;148;51.480;7.208;2025-04-17T17:48:11;12.90;54.70
322;DHT22;148;51.480;7.208;2025-04-17T17:50:37;12.90;54.40
322;DHT22;148;51.480;7.208;2025-04-17T17:53:03;12.80;52.90
322;DHT22;148;51.480;7.208;2025-04-17T17:55:28;12.70;51.40
322;DHT22;148;51.480;7.208;2025-04-17T17:57:58;12.60;49.10
322;DHT22;148;51.480;7.208;2025-04-17T18:00:25;12.60;46.80
322;DHT22;148;51.480;7.208;2025-04-17T18:02:51;12.60;45.10
322;DHT22;148;51.480;7.208;2025-04-17T18:05:17;12.60;44.30
322;DHT22;148;51.480;7.208;2025-04-17T18:07:43;12.60;41.20
322;DHT22;148;51.480;7.208;2025-04-17T18:10:09;12.40;38.80
322;DHT22;148;51.480;7.208;2025-04-17T18:12:35;12.40;35.00
322;DHT22;148;51.480;7.208;2025-04-17T18:15:01;12.50;35.20
322;DHT22;148;51.480;7.208;2025-04-17T18:17:27;12.40;32.70
322;DHT22;148;51.480;7.208;2025-04-17T18:19:53;12.30;29.50
322;DHT22;148;51.480;7.208;2025-04-17T18:22:20;12.40;27.70
322;DHT22;148;51.480;7.208;2025-04-17T18:24:46;12.40;26.10
322;DHT22;148;51.480;7.208;2025-04-17T18:27:11;12.60;26.80
322;DHT22;148;51.480;7.208;2025-04-17T18:29:40;12.60;26.50
322;DHT22;148;51.480;7.208;2025-04-17T18:32:05;12.50;27.90
322;DHT22;148;51.480;7.208;2025-04-17T18:34:31;12.40;23.30
322;DHT22;148;51.480;7.208;2025-04-17T18:36:57;12.60;21.00
322;DHT22;148;51.480;7.208;2025-04-17T18:39:23;12.50;23.10
322;DHT22;148;51.480;7.208;2025-04-17T18:41:48;12.10;19.10
322;DHT22;148;51.480;7.208;2025-04-17T18:44:16;12.20;15.10
322;DHT22;148;51.480;7.208;2025-04-17T18:46:42;12.30;14.40
322;DHT22;148;51.480;7.208;2025-04-17T18:49:07;12.20;17.30
322;DHT22;148;51.480;7.208;2025-04-17T18:51:33;12.10;11.30
322;DHT22;148;51.480;7.208;2025-04-17T18:53:59;12.10;14.50
322;DHT22;148;51.480;7.208;2025-04-17T18:56:24;12.10;12.50
322;DHT22;148;51.480;7.208;2025-04-17T18:58:50;12.10;14.40
322;DHT22;148;51.480;7.208;2025-04-17T19:01:15;12.10;12.00
322;DHT22;148;51.480;7.208;2025-04-17T19:03:44;12.10;15.40
322;DHT22;148;51.480;7.208;2025-04-17T19:06:10;12.10;13.70
322;DHT22;148;51.480;7.208;2025-04-17T19:08:36;12.10;12.30
322;DHT22;148;51.480;7.208;2025-04-17T19:11:01;12.20;11.60
322;DHT22;148;51.480;7.208;2025-04-17T19:13:27;12.40;13.50
322;DHT22;148;51.480;7.208;2025-04-17T19:15:56;12.40;18.40
322;DHT22;148;51.480;7.208;2025-04-17T19:18:22;12.40;15.00
322;DHT22;148;51.480;7.208;2025-04-17T19:20:48;12.40;17.60
322;DHT22;148;51.480;7.208;2025-04-17T19:23:13;12.40;19.70
322;DHT22;148;51.480;7.208;2025-04-17T19:25:39;12.20;20.50
322;DHT22;148;51.480;7.208;2025-04-17T19:28:04;12.20;18.30
322;DHT22;148;51.480;7.208;2025-04-17T19:30:30;12.20;17.90
322;DHT22;148;51.480;7.208;2025-04-17T19:32:58;12.10;18.20
322;DHT22;148;51.480;7.208;2025-04-17T19:35:23;12.00;15.50
322;DHT22;148;51.480;7.208;2025-04-17T19:37:49;12.10;15.90
322;DHT22;148;51.480;7.208;2025-04-17T19:40:14;12.00;16.60
322;DHT22;148;51.480;7.208;2025-04-17T19:42:40;12.10;20.20
322;DHT22;148;51.480;7.208;2025-04-17T19:45:05;12.00;20.20
322;DHT22;148;51.480;7.208;2025-04-17T19:47:31;11.60;16.00
322;DHT22;148;51.480;7.208;2025-04-17T19:49:57;11.60;12.80
322;DHT22;148;51.480;7.208;2025-04-17T19:52:22;11.60;11.10
