sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
322;DHT22;148;51.480;7.208;2023-08-04T14:42:21;23.90;51.80
322;DHT22;148;51.480;7.208;2023-08-04T14:44:47;23.80;50.60
322;DHT22;148;51.480;7.208;2023-08-04T14:47:13;23.70;52.00
322;DHT22;148;51.480;7.208;2023-08-04T14:49:38;23.80;52.30
322;DHT22;148;51.480;7.208;2023-08-04T14:52:06;24.20;52.80
322;DHT22;148;51.480;7.208;2023-08-04T14:54:32;25.60;56.20
322;DHT22;148;51.480;7.208;2023-08-04T14:56:58;27.10;56.80
322;DHT22;148;51.480;7.208;2023-08-04T14:59:23;28.20;56.80
322;DHT22;148;51.480;7.208;2023-08-04T15:01:52;29.40;54.20
322;DHT22;148;51.480;7.208;2023-08-04T15:04:18;30.10;52.20
322;DHT22;148;51.480;7.208;2023-08-04T15:06:43;30.70;50.70
322;DHT22;148;51.480;7.208;2023-08-04T15:09:09;31.40;49.10
322;DHT22;148;51.480;7.208;2023-08-04T15:11:35;31.80;48.50
322;DHT22;148;51.480;7.208;2023-08-04T15:14:01;32.00;45.40
322;DHT22;148;51.480;7.208;2023-08-04T15:16:28;30.70;47.40
322;DHT22;148;51.480;7.208;2023-08-04T15:18:54;29.80;50.00
322;DHT22;148;51.480;7.208;2023-08-04T15:21:20;28.80;51.90
322;DHT22;148;51.480;7.208;2023-08-04T15:23:46;27.90;54.10
322;DHT22;148;51.480;7.208;2023-08-04T15:26:14;27.10;58.10
322;DHT22;148;51.480;7.208;2023-08-04T15:28:41;26.20;60.60
322;DHT22;148;51.480;7.208;2023-08-04T15:31:07;25.40;62.70
322;DHT22;148;51.480;7.208;2023-08-04T15:33:36;24.70;63.00
322;DHT22;148;51.480;7.208;2023-08-04T15:36:05;24.30;63.30
322;DHT22;148;51.480;7.208;2023-08-04T15:38:31;24.10;63.60
322;DHT22;148;51.480;7.208;2023-08-04T15:41:00;23.70;63.10
322;DHT22;148;51.480;7.208;2023-08-04T15:43:26;23.50;63.50
