sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
321;SDS011;148;51.480;7.208;2023-07-17T13:42:13;10.40;;;5.57;;
321;SDS011;148;51.480;7.208;2023-07-17T13:44:39;12.00;;;5.20;;
321;SDS011;148;51.480;7.208;2023-07-17T13:47:05;10.30;;;5.07;;
321;SDS011;148;51.480;7.208;2023-07-17T13:49:31;10.67;;;4.93;;
321;SDS011;148;51.480;7.208;2023-07-17T13:51:56;16.17;;;5.87;;
321;SDS011;148;51.480;7.208;2023-07-17T13:54:22;12.40;;;4.77;;
321;SDS011;148;51.480;7.208;2023-07-17T13:56:48;7.77;;;4.87;;
321;SDS011;148;51.480;7.208;2023-07-17T13:59:13;10.80;;;5.50;;
321;SDS011;148;51.480;7.208;2023-07-17T14:01:39;13.70;;;5.40;;
321;SDS011;148;51.480;7.208;2023-07-17T14:04:05;14.87;;;5.57;;
321;SDS011;148;51.480;7.208;2023-07-17T14:06:32;10.97;;;5.80;;
321;SDS011;148;51.480;7.208;2023-07-17T14:08:57;9.47;;;4.67;;
321;SDS011;148;51.480;7.208;2023-07-17T14:11:23;7.30;;;4.27;;
321;SDS011;148;51.480;7.208;2023-07-17T14:13:49;8.67;;;5.63;;
321;SDS011;148;51.480;7.208;2023-07-17T14:16:15;13.77;;;5.70;;
321;SDS011;148;51.480;7.208;2023-07-17T14:18:41;11.67;;;4.30;;
321;SDS011;148;51.480;7.208;2023-07-17T14:21:07;8.70;;;4.97;;
321;SDS011;148;51.480;7.208;2023-07-17T14:23:33;9.47;;;4.57;;
321;SDS011;148;51.480;7.208;2023-07-17T14:25:59;6.83;;;4.40;;
321;SDS011;148;51.480;7.208;2023-07-17T14:28:25;9.47;;;4.60;;
321;SDS011;148;51.480;7.208;2023-07-17T14:30:51;14.17;;;4.50;;
321;SDS011;148;51.480;7.208;2023-07-17T14:33:18;7.40;;;4.27;;
321;SDS011;148;51.480;7.208;2023-07-17T14:35:44;9.47;;;4.60;;
321;SDS011;148;51.480;7.208;2023-07-17T14:38:10;12.00;;;4.73;;
321;SDS011;148;51.480;7.208;2023-07-17T14:40:35;13.20;;;4.60;;
321;SDS011;148;51.480;7.208;2023-07-17T14:43:01;10.70;;;4.50;;
321;SDS011;148;51.480;7.208;2023-07-17T14:45:26;13.27;;;4.77;;
321;SDS011;148;51.480;7.208;2023-07-17T14:47:52;11.20;;;4.53;;
321;SDS011;148;51.480;7.208;2023-07-17T14:50:18;12.27;;;4.80;;
321;SDS011;148;51.480;7.208;2023-07-17T14:52:45;8.20;;;4.37;;
321;SDS011;148;51.480;7.208;2023-07-17T14:55:11;10.00;;;4.80;;
321;SDS011;148;51.480;7.208;2023-07-17T14:57:37;9.90;;;4.30;;
321;SDS011;148;51.480;7.208;2023-07-17T15:00:03;9.40;;;4.90;;
321;SDS011;148;51.480;7.208;2023-07-17T15:02:30;7.60;;;4.53;;
321;SDS011;148;51.480;7.208;2023-07-17T15:04:56;9.77;;;4.53;;
321;SDS011;148;51.480;7.208;2023-07-17T15:07:23;12.73;;;4.97;;
321;SDS011;148;51.480;7.208;2023-07-17T15:09:49;8.87;;;4.77;;
321;SDS011;148;51.480;7.208;2023-07-17T15:12:14;12.10;;;4.87;;
321;SDS011;148;51.480;7.208;2023-07-17T15:14:40;8.77;;;4.10;;
321;SDS011;148;51.480;7.208;2023-07-17T15:17:05;11.23;;;4.50;;
321;SDS011;148;51.480;7.208;2023-07-17T15:19:31;14.90;;;5.20;;
321;SDS011;148;51.480;7.208;2023-07-17T15:21:57;13.43;;;4.93;;
321;SDS011;148;51.480;7.208;2023-07-17T15:24:24;10.50;;;5.30;;
321;SDS011;148;51.480;7.208;2023-07-17T15:26:49;14.17;;;4.73;;
321;SDS011;148;51.480;7.208;2023-07-17T15:29:15;11.13;;;4.40;;
321;SDS011;148;51.480;7.208;2023-07-17T15:31:40;11.30;;;4.30;;
321;SDS011;148;51.480;7.208;2023-07-17T15:34:06;8.47;;;4.10;;
321;SDS011;148;51.480;7.208;2023-07-17T15:36:32;9.53;;;3.97;;
321;SDS011;148;51.480;7.208;2023-07-17T15:38:57;14.43;;;5.17;;
321;SDS011;148;51.480;7.208;2023-07-17T15:41:23;8.53;;;4.50;;
321;SDS011;148;51.480;7.208;2023-07-17T15:43:48;6.90;;;3.50;;
321;SDS011;148;51.480;7.208;2023-07-17T15:46:14;9.63;;;3.50;;
321;SDS011;148;51.480;7.208;2023-07-17T15:48:39;10.20;;;4.57;;
321;SDS011;148;51.480;7.208;2023-07-17T15:51:05;8.73;;;3.97;;
321;SDS011;148;51.480;7.208;2023-07-17T15:53:31;8.23;;;4.10;;
