sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
321;SDS011;148;51.480;7.208;2023-12-22T11:31:13;5.45;;;2.80;;
321;SDS011;148;51.480;7.208;2023-12-22T11:36:11;9.40;;;3.47;;
321;SDS011;148;51.480;7.208;2023-12-22T11:38:38;7.70;;;2.83;;
321;SDS011;148;51.480;7.208;2023-12-22T11:44:07;3.00;;;2.20;;
321;SDS011;148;51.480;7.208;2023-12-22T11:48:59;4.30;;;2.60;;
321;SDS011;148;51.480;7.208;2023-12-22T11:51:25;9.85;;;3.90;;
321;SDS011;148;51.480;7.208;2023-12-22T11:53:59;7.60;;;3.63;;
321;SDS011;148;51.480;7.208;2023-12-22T11:56:26;9.90;;;4.00;;
321;SDS011;148;51.480;7.208;2023-12-22T12:38:36;9.23;;;4.40;;
321;SDS011;148;51.480;7.208;2023-12-22T12:43:54;9.57;;;4.50;;
321;SDS011;148;51.480;7.208;2023-12-22T12:46:21;6.77;;;4.00;;
321;SDS011;148;51.480;7.208;2023-12-22T12:48:47;8.20;;;3.40;;
321;SDS011;148;51.480;7.208;2023-12-22T12:51:12;8.03;;;3.90;;
321;SDS011;148;51.480;7.208;2023-12-22T12:53:38;13.43;;;3.50;;
321;SDS011;148;51.480;7.208;2023-12-22T12:56:04;12.07;;;3.23;;
321;SDS011;148;51.480;7.208;2023-12-22T12:58:30;8.10;;;2.83;;
321;SDS011;148;51.480;7.208;2023-12-22T13:03:32;4.30;;;2.60;;
321;SDS011;148;51.480;7.208;2023-12-22T13:06:08;8.00;;;2.70;;
321;SDS011;148;51.480;7.208;2023-12-22T13:10:59;5.73;;;2.40;;
321;SDS011;148;51.480;7.208;2023-12-22T13:13:26;5.93;;;2.57;;
321;SDS011;148;51.480;7.208;2023-12-22T13:15:52;4.80;;;2.40;;
321;SDS011;148;51.480;7.208;2023-12-22T13:18:18;8.20;;;2.70;;
321;SDS011;148;51.480;7.208;2023-12-22T13:20:43;2.70;;;2.10;;
321;SDS011;148;51.480;7.208;2023-12-22T13:55:12;7.90;;;3.20;;
321;SDS011;148;51.480;7.208;2023-12-22T13:57:39;6.80;;;3.00;;
321;SDS011;148;51.480;7.208;2023-12-22T14:07:45;4.20;;;2.70;;
321;SDS011;148;51.480;7.208;2023-12-22T21:49:51;4.70;;;2.70;;
321;SDS011;148;51.480;7.208;2023-12-22T21:57:09;12.00;;;2.50;;
321;SDS011;148;51.480;7.208;2023-12-22T21:59:36;5.70;;;2.85;;
321;SDS011;148;51.480;7.208;2023-12-22T22:04:28;7.27;;;2.77;;
321;SDS011;148;51.480;7.208;2023-12-22T22:14:12;11.30;;;3.30;;
321;SDS011;148;51.480;7.208;2023-12-22T23:00:30;14.30;;;3.80;;
321;SDS011;148;51.480;7.208;2023-12-22T23:02:57;11.87;;;3.13;;
321;SDS011;148;51.480;7.208;2023-12-22T23:05:23;6.30;;;2.90;;
321;SDS011;148;51.480;7.208;2023-12-22T23:07:49;13.27;;;4.17;;
321;SDS011;148;51.480;7.208;2023-12-22T23:10:15;9.10;;;3.27;;
321;SDS011;148;51.480;7.208;2023-12-22T23:12:41;11.43;;;2.93;;
321;SDS011;148;51.480;7.208;2023-12-22T23:15:07;18.33;;;3.00;;
321;SDS011;148;51.480;7.208;2023-12-22T23:17:33;11.83;;;2.47;;
321;SDS011;148;51.480;7.208;2023-12-22T23:19:59;8.63;;;2.33;;
321;SDS011;148;51.480;7.208;2023-12-22T23:22:25;10.07;;;3.83;;
321;SDS011;148;51.480;7.208;2023-12-22T23:24:51;10.50;;;2.80;;
321;SDS011;148;51.480;7.208;2023-12-22T23:32:08;11.85;;;2.90;;
321;SDS011;148;51.480;7.208;2023-12-22T23:34:33;9.77;;;2.87;;
321;SDS011;148;51.480;7.208;2023-12-22T23:36:59;7.83;;;2.63;;
321;SDS011;148;51.480;7.208;2023-12-22T23:39:25;13.33;;;2.93;;
321;SDS011;148;51.480;7.208;2023-12-22T23:41:50;11.17;;;2.73;;
321;SDS011;148;51.480;7.208;2023-12-22T23:44:16;7.03;;;2.57;;
321;SDS011;148;51.480;7.208;2023-12-22T23:46:42;8.63;;;2.70;;
321;SDS011;148;51.480;7.208;2023-12-22T23:49:08;7.57;;;2.77;;
321;SDS011;148;51.480;7.208;2023-12-22T23:51:34;16.77;;;3.23;;
321;SDS011;148;51.480;7.208;2023-12-22T23:53:59;12.83;;;3.20;;
321;SDS011;148;51.480;7.208;2023-12-22T23:56:25;10.50;;;2.53;;
321;SDS011;148;51.480;7.208;2023-12-22T23:58:51;10.17;;;2.77;;
