sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
321;SDS011;148;51.480;7.208;2023-03-22T14:19:06;7.93;;;2.60;;
321;SDS011;148;51.480;7.208;2023-03-22T14:21:42;6.90;;;2.93;;
321;SDS011;148;51.480;7.208;2023-03-22T14:24:12;5.80;;;2.80;;
321;SDS011;148;51.480;7.208;2023-03-22T14:26:41;8.93;;;2.80;;
321;SDS011;148;51.480;7.208;2023-03-22T14:29:13;5.83;;;2.83;;
321;SDS011;148;51.480;7.208;2023-03-22T14:31:43;6.97;;;2.60;;
321;SDS011;148;51.480;7.208;2023-03-22T14:34:11;4.60;;;2.50;;
321;SDS011;148;51.480;7.208;2023-03-22T14:36:41;11.33;;;3.67;;
321;SDS011;148;51.480;7.208;2023-03-22T14:39:19;8.50;;;3.10;;
321;SDS011;148;51.480;7.208;2023-03-22T14:42:00;7.50;;;3.17;;
321;SDS011;148;51.480;7.208;2023-03-22T14:44:28;12.53;;;3.67;;
321;SDS011;148;51.480;7.208;2023-03-22T14:47:10;7.27;;;2.73;;
321;SDS011;148;51.480;7.208;2023-03-22T14:49:40;7.00;;;2.80;;
321;SDS011;148;51.480;7.208;2023-03-22T14:52:26;5.73;;;3.00;;
321;SDS011;148;51.480;7.208;2023-03-22T14:54:58;11.33;;;3.13;;
321;SDS011;148;51.480;7.208;2023-03-22T14:57:35;5.23;;;2.73;;
321;SDS011;148;51.480;7.208;2023-03-22T15:00:07;7.43;;;2.67;;
321;SDS011;148;51.480;7.208;2023-03-22T15:02:43;6.53;;;3.33;;
321;SDS011;148;51.480;7.208;2023-03-22T15:05:12;10.57;;;3.33;;
321;SDS011;148;51.480;7.208;2023-03-22T15:08:25;6.13;;;3.40;;
321;SDS011;148;51.480;7.208;2023-03-22T15:10:53;7.70;;;2.97;;
321;SDS011;148;51.480;7.208;2023-03-22T15:13:27;9.23;;;2.70;;
