sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
321;SDS011;148;51.480;7.208;2025-06-12T15:23:50;13.67;;;8.13;;
321;SDS011;148;51.480;7.208;2025-06-12T15:26:15;15.87;;;9.20;;
321;SDS011;148;51.480;7.208;2025-06-12T15:28:42;18.40;;;8.70;;
321;SDS011;148;51.480;7.208;2025-06-12T16:15:05;23.50;;;8.90;;
321;SDS011;148;51.480;7.208;2025-06-12T16:19:57;13.40;;;8.27;;
321;SDS011;148;51.480;7.208;2025-06-12T16:22:22;20.87;;;8.83;;
321;SDS011;148;51.480;7.208;2025-06-12T16:24:48;15.80;;;8.03;;
321;SDS011;148;51.480;7.208;2025-06-12T16:27:13;16.30;;;8.50;;
321;SDS011;148;51.480;7.208;2025-06-12T16:29:39;12.13;;;7.63;;
321;SDS011;148;51.480;7.208;2025-06-12T16:32:05;14.97;;;8.37;;
321;SDS011;148;51.480;7.208;2025-06-12T16:34:30;12.90;;;7.60;;
321;SDS011;148;51.480;7.208;2025-06-12T16:36:56;13.07;;;8.07;;
321;SDS011;148;51.480;7.208;2025-06-12T16:39:21;12.80;;;8.13;;
321;SDS011;148;51.480;7.208;2025-06-12T16:41:47;12.73;;;7.73;;
321;SDS011;148;51.480;7.208;2025-06-12T16:44:12;16.65;;;9.75;;
321;SDS011;148;51.480;7.208;2025-06-12T16:46:38;12.50;;;7.37;;
321;SDS011;148;51.480;7.208;2025-06-12T16:49:05;17.97;;;8.53;;
321;SDS011;148;51.480;7.208;2025-06-12T16:51:30;16.53;;;8.47;;
321;SDS011;148;51.480;7.208;2025-06-12T16:53:56;14.77;;;7.70;;
321;SDS011;148;51.480;7.208;2025-06-12T16:56:22;13.97;;;8.23;;
321;SDS011;148;51.480;7.208;2025-06-12T16:58:50;16.10;;;8.50;;
321;SDS011;148;51.480;7.208;2025-06-12T17:01:15;13.93;;;7.90;;
321;SDS011;148;51.480;7.208;2025-06-12T17:03:48;13.27;;;7.33;;
321;SDS011;148;51.480;7.208;2025-06-12T17:06:17;17.80;;;7.77;;
321;SDS011;148;51.480;7.208;2025-06-12T17:08:43;15.07;;;7.73;;
321;SDS011;148;51.480;7.208;2025-06-12T17:11:11;16.03;;;8.73;;
321;SDS011;148;51.480;7.208;2025-06-12T17:13:37;13.83;;;7.70;;
321;SDS011;148;51.480;7.208;2025-06-12T17:16:03;14.80;;;7.83;;
321;SDS011;148;51.480;7.208;2025-06-12T17:18:30;15.10;;;7.80;;
321;SDS011;148;51.480;7.208;2025-06-12T17:20:56;13.90;;;8.10;;
321;SDS011;148;51.480;7.208;2025-06-12T17:23:23;16.63;;;8.67;;
321;SDS011;148;51.480;7.208;2025-06-12T17:25:49;19.07;;;8.80;;
321;SDS011;148;51.480;7.208;2025-06-12T17:28:15;16.73;;;8.90;;
321;SDS011;148;51.480;7.208;2025-06-12T17:30:44;13.40;;;7.87;;
321;SDS011;148;51.480;7.208;2025-06-12T17:33:10;15.07;;;8.17;;
321;SDS011;148;51.480;7.208;2025-06-12T17:35:39;14.60;;;8.20;;
321;SDS011;148;51.480;7.208;2025-06-12T17:38:08;18.63;;;9.37;;
321;SDS011;148;51.480;7.208;2025-06-12T17:40:34;17.30;;;8.57;;
321;SDS011;148;51.480;7.208;2025-06-12T17:43:02;15.80;;;8.70;;
321;SDS011;148;51.480;7.208;2025-06-12T17:45:34;13.07;;;7.90;;
321;SDS011;148;51.480;7.208;2025-06-12T17:48:04;14.93;;;8.10;;
321;SDS011;148;51.480;7.208;2025-06-12T17:50:34;16.10;;;8.80;;
321;SDS011;148;51.480;7.208;2025-06-12T17:53:03;14.77;;;8.27;;
321;SDS011;148;51.480;7.208;2025-06-12T17:55:33;15.37;;;8.10;;
321;SDS011;148;51.480;7.208;2025-06-12T17:57:59;20.73;;;9.20;;
321;SDS011;148;51.480;7.208;2025-06-12T18:00:29;17.30;;;8.80;;
321;SDS011;148;51.480;7.208;2025-06-12T18:02:54;14.30;;;8.37;;
321;SDS011;148;51.480;7.208;2025-06-12T18:05:20;15.07;;;8.70;;
321;SDS011;148;51.480;7.208;2025-06-12T18:07:48;16.40;;;8.90;;
321;SDS011;148;51.480;7.208;2025-06-12T18:10:15;17.30;;;9.33;;
321;SDS011;148;51.480;7.208;2025-06-12T18:12:44;14.73;;;7.90;;
321;SDS011;148;51.480;7.208;2025-06-12T18:15:10;17.37;;;9.13;;
321;SDS011;148;51.480;7.208;2025-06-12T18:17:35;19.77;;;8.27;;
321;SDS011;148;51.480;7.208;2025-06-12T18:20:03;15.97;;;8.13;;
321;SDS011;148;51.480;7.208;2025-06-12T18:22:30;20.63;;;9.30;;
321;SDS011;148;51.480;7.208;2025-06-12T18:24:57;20.07;;;8.53;;
321;SDS011;148;51.480;7.208;2025-06-12T18:27:23;14.50;;;8.17;;
321;SDS011;148;51.480;7.208;2025-06-12T18:29:49;11.73;;;7.73;;
321;SDS011;148;51.480;7.208;2025-06-12T18:32:14;16.50;;;8.93;;
321;SDS011;148;51.480;7.208;2025-06-12T18:34:40;48.07;;;11.67;;
321;SDS011;148;51.480;7.208;2025-06-12T18:37:06;28.03;;;9.43;;
321;SDS011;148;51.480;7.208;2025-06-12T18:39:32;13.77;;;8.30;;
321;SDS011;148;51.480;7.208;2025-06-12T18:41:58;12.97;;;7.10;;
321;SDS011;148;51.480;7.208;2025-06-12T18:44:24;17.97;;;7.30;;
321;SDS011;148;51.480;7.208;2025-06-12T18:46:50;15.10;;;8.53;;
321;SDS011;148;51.480;7.208;2025-06-12T18:49:16;14.00;;;9.27;;
321;SDS011;148;51.480;7.208;2025-06-12T18:51:42;17.93;;;8.40;;
321;SDS011;148;51.480;7.208;2025-06-12T18:54:08;38.17;;;25.63;;
321;SDS011;148;51.480;7.208;2025-06-12T18:56:33;18.70;;;10.80;;
321;SDS011;148;51.480;7.208;2025-06-12T18:58:59;17.03;;;10.20;;
321;SDS011;148;51.480;7.208;2025-06-12T19:01:32;18.67;;;9.73;;
321;SDS011;148;51.480;7.208;2025-06-12T19:03:58;14.57;;;8.07;;
321;SDS011;148;51.480;7.208;2025-06-12T19:06:24;19.00;;;9.97;;
321;SDS011;148;51.480;7.208;2025-06-12T19:08:49;24.97;;;15.63;;
321;SDS011;148;51.480;7.208;2025-06-12T19:11:15;18.27;;;11.07;;
321;SDS011;148;51.480;7.208;2025-06-12T19:13:40;17.70;;;9.93;;
321;SDS011;148;51.480;7.208;2025-06-12T19:16:06;19.37;;;11.37;;
321;SDS011;148;51.480;7.208;2025-06-12T19:18:32;12.67;;;8.20;;
321;SDS011;148;51.480;7.208;2025-06-12T19:20:58;16.47;;;9.10;;
321;SDS011;148;51.480;7.208;2025-06-12T19:23:24;15.93;;;8.23;;
321;SDS011;148;51.480;7.208;2025-06-12T19:25:50;23.47;;;12.20;;
321;SDS011;148;51.480;7.208;2025-06-12T19:28:15;16.47;;;10.37;;
321;SDS011;148;51.480;7.208;2025-06-12T19:30:43;19.07;;;9.20;;
321;SDS011;148;51.480;7.208;2025-06-12T19:33:10;17.03;;;9.47;;
321;SDS011;148;51.480;7.208;2025-06-12T19:35:36;16.83;;;9.20;;
