sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
322;DHT22;148;51.480;7.208;2023-04-26T14:57:31;13.60;41.60
322;DHT22;148;51.480;7.208;2023-04-26T14:59:59;13.70;40.50
322;DHT22;148;51.480;7.208;2023-04-26T15:02:32;14.00;41.20
322;DHT22;148;51.480;7.208;2023-04-26T15:04:58;14.10;41.40
322;DHT22;148;51.480;7.208;2023-04-26T15:07:23;14.40;40.90
322;DHT22;148;51.480;7.208;2023-04-26T15:09:49;14.50;40.30
322;DHT22;148;51.480;7.208;2023-04-26T15:12:14;14.50;39.30
322;DHT22;148;51.480;7.208;2023-04-26T15:14:40;14.50;39.00
322;DHT22;148;51.480;7.208;2023-04-26T15:17:06;14.60;39.50
322;DHT22;148;51.480;7.208;2023-04-26T15:19:31;14.60;39.60
322;DHT22;148;51.480;7.208;2023-04-26T15:21:57;14.70;40.30
322;DHT22;148;51.480;7.208;2023-04-26T15:24:23;14.70;39.80
322;DHT22;148;51.480;7.208;2023-04-26T15:26:49;14.30;40.20
322;DHT22;148;51.480;7.208;2023-04-26T15:29:14;14.00;42.00
322;DHT22;148;51.480;7.208;2023-04-26T15:31:40;14.00;42.30
322;DHT22;148;51.480;7.208;2023-04-26T15:34:07;14.00;42.20
322;DHT22;148;51.480;7.208;2023-04-26T16:07:10;13.10;43.60
322;DHT22;148;51.480;7.208;2023-04-26T16:09:36;13.20;44.20
322;DHT22;148;51.480;7.208;2023-04-26T16:12:02;13.20;44.00
322;DHT22;148;51.480;7.208;2023-04-26T16:14:31;13.10;43.50
322;DHT22;148;51.480;7.208;2023-04-26T16:16:57;13.50;43.70
322;DHT22;148;51.480;7.208;2023-04-26T16:19:23;13.70;42.80
322;DHT22;148;51.480;7.208;2023-04-26T16:21:49;13.90;42.80
322;DHT22;148;51.480;7.208;2023-04-26T16:24:15;13.60;42.60
322;DHT22;148;51.480;7.208;2023-04-26T16:26:40;13.60;43.10
322;DHT22;148;51.480;7.208;2023-04-26T16:29:06;13.60;43.00
322;DHT22;148;51.480;7.208;2023-04-26T16:31:32;13.70;43.50
322;DHT22;148;51.480;7.208;2023-04-26T16:33:59;13.60;42.60
322;DHT22;148;51.480;7.208;2023-04-26T16:36:25;13.70;42.40
322;DHT22;148;51.480;7.208;2023-04-26T16:38:52;13.70;42.60
322;DHT22;148;51.480;7.208;2023-04-26T16:41:18;13.70;42.50
322;DHT22;148;51.480;7.208;2023-04-26T16:43:43;13.60;42.90
322;DHT22;148;51.480;7.208;2023-04-26T16:46:10;13.40;43.10
322;DHT22;148;51.480;7.208;2023-04-26T16:48:37;13.60;43.20
322;DHT22;148;51.480;7.208;2023-04-26T16:51:05;13.70;42.60
322;DHT22;148;51.480;7.208;2023-04-26T16:53:31;13.60;42.80
322;DHT22;148;51.480;7.208;2023-04-26T16:55:57;13.70;42.70
322;DHT22;148;51.480;7.208;2023-04-26T16:58:23;13.70;42.90
322;DHT22;148;51.480;7.208;2023-04-26T17:00:49;13.70;42.80
322;DHT22;148;51.480;7.208;2023-04-26T17:03:15;13.70;43.00
322;DHT22;148;51.480;7.208;2023-04-26T17:05:46;13.40;43.70
322;DHT22;148;51.480;7.208;2023-04-26T17:08:16;13.40;43.90
322;DHT22;148;51.480;7.208;2023-04-26T17:10:42;13.40;43.90
322;DHT22;148;51.480;7.208;2023-04-26T17:13:08;13.60;43.40
322;DHT22;148;51.480;7.208;2023-04-26T17:15:37;13.60;43.80
322;DHT22;148;51.480;7.208;2023-04-26T17:18:03;13.50;43.60
322;DHT22;148;51.480;7.208;2023-04-26T17:20:30;13.50;43.20
322;DHT22;148;51.480;7.208;2023-04-26T17:22:59;13.40;43.50
322;DHT22;148;51.480;7.208;2023-04-26T17:25:25;13.40;43.60
