sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
322;DHT22;148;51.480;7.208;2025-06-19T13:22:24;31.10;37.30
322;DHT22;148;51.480;7.208;2025-06-19T13:24:50;32.10;36.60
322;DHT22;148;51.480;7.208;2025-06-19T13:27:16;31.70;36.70
322;DHT22;148;51.480;7.208;2025-06-19T13:29:44;31.60;37.00
322;DHT22;148;51.480;7.208;2025-06-19T13:32:10;31.60;37.10
322;DHT22;148;51.480;7.208;2025-06-19T13:34:35;31.50;36.70
322;DHT22;148;51.480;7.208;2025-06-19T13:37:01;31.40;36.60
322;DHT22;148;51.480;7.208;2025-06-19T13:39:27;31.80;36.40
322;DHT22;148;51.480;7.208;2025-06-19T13:41:52;31.40;36.60
322;DHT22;148;51.480;7.208;2025-06-19T13:44:18;31.40;36.90
322;DHT22;148;51.480;7.208;2025-06-19T13:46:43;32.30;35.60
322;DHT22;148;51.480;7.208;2025-06-19T13:49:09;33.20;34.60
322;DHT22;148;51.480;7.208;2025-06-19T13:51:35;33.20;34.50
322;DHT22;148;51.480;7.208;2025-06-19T13:54:01;32.10;35.80
322;DHT22;148;51.480;7.208;2025-06-19T13:56:26;31.20;36.50
322;DHT22;148;51.480;7.208;2025-06-19T13:58:52;31.50;36.80
322;DHT22;148;51.480;7.208;2025-06-19T14:01:17;32.60;34.70
322;DHT22;148;51.480;7.208;2025-06-19T14:03:43;33.60;33.50
322;DHT22;148;51.480;7.208;2025-06-19T14:06:09;34.70;31.30
322;DHT22;148;51.480;7.208;2025-06-19T14:08:34;35.60;30.00
322;DHT22;148;51.480;7.208;2025-06-19T14:11:00;36.10;29.80
322;DHT22;148;51.480;7.208;2025-06-19T14:13:25;34.90;30.40
322;DHT22;148;51.480;7.208;2025-06-19T14:15:51;34.50;31.60
322;DHT22;148;51.480;7.208;2025-06-19T14:18:17;34.60;31.70
322;DHT22;148;51.480;7.208;2025-06-19T14:20:43;33.50;33.00
322;DHT22;148;51.480;7.208;2025-06-19T14:23:08;32.40;34.50
322;DHT22;148;51.480;7.208;2025-06-19T14:25:34;31.80;35.60
322;DHT22;148;51.480;7.208;2025-06-19T14:28:02;31.90;35.80
322;DHT22;148;51.480;7.208;2025-06-19T14:30:28;31.50;36.20
322;DHT22;148;51.480;7.208;2025-06-19T14:32:53;31.50;36.10
322;DHT22;148;51.480;7.208;2025-06-19T14:35:19;31.50;35.30
322;DHT22;148;51.480;7.208;2025-06-19T14:37:45;30.30;38.00
322;DHT22;148;51.480;7.208;2025-06-19T14:40:10;31.50;36.40
322;DHT22;148;51.480;7.208;2025-06-19T14:42:37;32.70;34.50
322;DHT22;148;51.480;7.208;2025-06-19T14:45:02;32.20;35.00
322;DHT22;148;51.480;7.208;2025-06-19T14:47:28;32.70;34.50
